caseNum,incidentNotes,year,yearMonth,yearMonthDay,dateNotes,state,place,county,latDecimal,lonDecimal,latDegrees,latMinutes,latSeconds,lonDegrees,lonMinutes,lonSeconds,locationNotes,crowdType,crowdSize,open,authorities,lethality,C-W_Index,G-D_Index,Notes_C-W_G-D
343,Affair of the Heart; hanged at Pajaro Bridge,1870,1870/05,1870/05/16,,California,Watsonville,Santa Cruz,36.9151584,-121.7512298,,,,,,,"Hanged at Pajaro Bridge
Santa Cruz or Monterey County?",Vigilance Committee,40 or 50 disguised men,Secret,Seized from jail,Lethal,C-W 104,,
344,one article notes that Olsen may have already been dead before he was hung,1870,1870/08,1870/08/23,,California,Oroville,Butte,39.5001418,-121.5644948,,,,,,,"beaten in jail cell and then taken to the derrick at the depot, where he was hung",Organized group,"30-40 men with ""sentinels… posted at each corner"" of the court house",Open,"Seized from jail; mob overpowered ""the Jailor, Mr. Vera, who is also under Sheriff."" The Sheriff refused to assist in opening cell after keys were obtained ""but none knew how to use them""",Lethal,,,
345,,1870,1870/09,1870/09/26,,California,Watsonville,Santa Cruz,36.9151584,-121.7512298,,,,,,,"found hanging ""within the precincts of the jail""","""vigilantes""",,Secret,Taken from jail in middle of night; boday found hanging next morning by sheriff,Lethal,C-W 106,184,
346,,1870,1870/12,1870/12/07,,California,Porterville,Tulare,36.0636739,-119.0333018,,,,,,,"Called Portersville: suspects apprehended on the run and ""hanged to the first tree.""","""the people generally""",,Open,,Lethal,,,
347,"argument began from a dispute over ""a piece of land claimed by both parties which Bell was plowing, when Lacherias approached him…"" and then shot him during a gun battle; article notes that most citizens agreed with the action of the VC",1870,1870/12,1870/12/17,,California,Los Angeles,Los Angeles,34.0726866,-118.2130443,,,,,,,"Taken to Tomlinson's corral and Lumber Yardon Temple Street, two squares away from the jail; armed men marched from Teutonia Hall, on Los angeles Street, to Market and then down Spring Street to the jail",LA Vigilance Committee,"300 armed men, joined by nearly 1000 people",open,Seized from jail while awaiting trial; guards stationed at different points to prevent lynching but were overrun; took half an hour to batter down the doors,Lethal,C-W 107,G-D 185,
348,"article notes that authorities ""were overwhelmed by a spontaneous uprising of our whole people, led on by our most influential business men"" and seems relieved that McCrory is gone. But also notes, ""It is a sad commentary, nevertheless, upon the manner in which the law is generally enforced, that our people should have felt constrained by necessity to thus shock the sense of law and order.""",1872,1872/12,1872/12/24,,California,Visalia,Tulare,36.3270975,-119.3265231,,,,,,,"suspect seized from jail, dragged through the streets ""by the end of a rope."" ""taken to the bridge on Court street, the rope was tied to the railing, and… thrown overboard.""",Vigilance Committee,"seized from officers twice by a mob before successfully lodged in jail; VC then assembled at jail door, broke in, and took suspect. Said to be 50 in number",open,Seized from jail; Sheriff and deputies tried to resist and were nearly injured in chaos,Lethal,,,
349,,1874,1874/03,1874/03/03,,California,San Buenaventura,Ventura,34.2675291,-119.2544461,,,,,,,"hanged on ""the nearest tree"" after neighbors seized him from his property",the neighbors,,Open,"Officers demanded mob hand over suspect, but they refused; Coroner delivered verdict and mob hanged suspect",Lethal,,,
350,,1873,1873/03,1873/03/17,,California,Monterey,Monterey,36.9151584,-121.7512298,,,,,,,Hanged three miles out of town (Monterey); Murder occurred at Carneros Rancho,Spontaneous Assembly,,Secret,Suspect seized from Jail,Lethal,,,
351,Is this a lynching? See 10-15-73 report of arrest of Pete for killing Crooks; two articles written before lynching occurred,1873,1873/10,1873/10/21,,California,Dog Creek,Shasta,40.5669281,-122.4063247,,,,,,,"Near Redding on McCloud River; ""people of Dog Creek collected and hanged"" suspect",People of Dog Creek,,Open,"lynching took place before authorities arrived; one article notes ""Justice Knox of Shasta started with Deputy Sheriff Whiting… intending to hold an inquest…"" with the cooperation of the suspects' Indian tribe mates",Lethal,,,
352,one article in file for 352 is in reference to case 351 -- Taylor R. deleted this file,1873,1873/11,1873/11/08,,California,Gilroy,Santa Clara,37.0046727,-121.5842487,,,,,,,"check coordinates; VC ""went to numerous saloons, took out such men as they wished to leave town… formed them into a line and escorted them four miles out of the city.""",Vigilance Committee; Leading citizens met at the Masonic Hall,"formed from ""a meeting of citizens… for the purpose of ridding the town of thieves and vagabonds""",Open,,Not Lethal,,,
353,"follow-up from case 352; Lanson never left town as instructed and was punished for it. Article also notes that Joe Barbie, ""proprietor of one of the dance-houses, who was notified to close his house, left for Hollister on to-day's train, taking his bar fixtures and women.""",1873,1873/11,1873/11/11,,California,Gilroy,Santa Clara,37.0046727,-121.5842487,,,,,,,"suspect taken by VC from a saloon ""and escorted… outside fo the city limits on a rail. At a point about two miles from town, Lanson was given a good coat of tar and feathers and then was placed on a rail and ridden some distance.""","""a posse of Vigilantes""",,Open,"VC seems to have taken place of authorities. ""A party of men are guarding the town nightly.""",Not Lethal,,,
354,,1874,1874/02,1874/02/14,,California,San Luis Rey,San Diego,33.2319797,-117.3236485,,,,,,,"quarrel happened at SLR; suspect ""found gagged and hung to a tree this morning""",,,Secret,,Lethal,,,
355,,1874,1874/04,1874/04/17,report dated 4/18; Reusch taken from Sheriff 9 pm last vening,California,Markleeville,Alpine,38.6935793,-119.7782885,,,,,,,"Location changed to Markleeville, Alpine County, per newspaper report. Reusch Taken from sheriff on way to jail in Bridgeport, Mono County. Coorindates placed chere current highway 89 crosses Markleeville Creek. According to newspaper reports Reusch hanged under bridge at Johnson's toll house. Marklee established a toll bridge over Carson River (now Markleevville Creek) in early 1860s. See http://www.ebbettspassadventures.com/activities/historic_sites.html and http://genealogytrails.com/cal/alpine/history2.html",party of masked men,8 or 9 masked men,Secret,Seized from Under Sheriff Davidson,Lethal,,,
357,,1874,1874/06,1874/06/02,,California,El Monte,Los Angeles,34.0739197,-118.029072,,,,,,,,Spontaneous Assembly,,Open,,Lethal,C-W 109,,
358,,1874,1874/11,1874/11/00,,California,Truckee,Nevada,39.3454485,-120.1848834,,,,,,,,"Vivilance Committee ""Society of 601"")",,Secret,"Howard and Brown sought protection with Justice Keiser and Constable Greeley, who ""agreed to do what they could to shield the 'dead beats'… but couldn't guarantee their safety"" ",Not Lethal,,,
359,Granger (Grangene?_ had testified against Igarra),1875,1875/12,1875/12/22,,California,Sanel Valley,Mendocino,38.9865646,-123.1063915,,,,,,,"Near Ukiah; hung ""to a branch of liveoak tree""; lynching may have taken place at the Ukiah jail -- it's unclear","referred to as ""small knots of anxious men""",,Secret,Seized from jail; taken before Justice Knox for examination,Lethal,C-W 112,,
360,"article notes the suspect was ""deserving of death""",1876,1876/04,1876/04/23,,California,Yokhle Valley,Tulare,36.327172,-119.0806604,,,,,,,"Yokohl valley? From CA Gazetteer (correct); ""captured near Porterville, taken to the place where he committed the damnable deed, recognized, and hung to a tree""",Mob,,Secret,Suspect seized from Jail,Lethal,,,Check location
361,Argument over borders of their farms,1876,1876/06,1876/06/10,,California,Santa Rosa,Sonoma,38.4464429,-122.7060002,,,,,,,"Bancroft places at Windsor; article seems to imply it happened near Santa Rosa; hung to a tree ""about a mile from town""; ""hanged in Santa Rosa township""",Organized group from Healdsburg,"""200 masked men, well armed. The mob said they were 150 strong.""",Secret,Mob went to house of Deputy Sheriff S. H. Wilson and made him go to the jail to get suspect; suspect was awaiting action of Grand Jury,Lethal,,,
362,,1876,1876/12,1876/12/00,,California,Cloverdale,Sonoma,38.7960628,-123.0152021,,,,,,,"Near Cloverdale; ""a mile or two this side of Cloverdale""",Organized Group,"""twenty masked men""",Secret,"Justice convicted suspect of theft, and committed him to jail to await Grand Jury. Constable McCracken was taking him to Santa Rosa when they were ambushed and overpowered by the mob",Not Lethal,,,
363,"Author notes this is first lynching in Santa Cruz since 1852, but seems to condone it.",1877,1877/05,1877/05/03,,California,Santa Cruz,Santa Cruz,36.980462,-122.018762,,,,,,,"hanged from ""the upper cross-beams of the Upper San Lorenzo bridge""","""a body of men""; small group",,Secret,Seized from jail,Lethal,C-W 113,,
364,,1877,1877/07,1877/07/13,,California,San Juan Bautista,San Benito,36.8455963,-121.5382382,,,,,,,"""San Juan South""; ""removed the prisoner from the lock-up and conducted him to the ""Alameda"" om the outskirts of the town, where his body was found this morning hanging from a willow tree.""","""a large crowd of disguised men""",,Secret,officers overpowered; suspect seized from jail,Lethal,C-W 114,,
365,,1877,1877/12,1877/12/21,,California,Bakersfield,Kern,35.3755107,-119.02196120,,,,,,,"Using Downtown Bakersfiled Post Office; taken from jail to the rear of the court house, where ""a beam was stretched between two trees, and three of them were hanged to that. The two others were hanged to the limbs of the tree.""","""The lynchers made no attempt to conceal their identity, and comprised some of the leading citizens.""",,Open,Suspect escaped from jail; officers opposed proceedings; restrained by crowd,Lethal,C-W 116,G-D 201,
366,,1878,1878/05,1878/05/01,,California,Germantown,Colusa,39.6196036,-122.1938726,,,,,,,"aka Artois (north of Willows), Glenn Co?",Spontaneous Assembly,14,Open,Mutchler had been arrested for arson but released; bribery charged,Lethal,,,
367,murder supposedly happened after a mining dispute at Long Tom,1878,1878/05,1878/05/28,,California,Bakersfield,Kern,35.3755107,-119.02196120,,,,,,,Using Downtown Bakersfiled Post Office; hanged in their jail cells in Bakersfield,Mob,"""Jailer Reed thinks there were about seventy-five of the mob, and Mr. Coons [Deputy Sheriff] says about thirty, but the belief is that there were more. With the exception of five all wore masks.""",Secret,Hanged in cell; authorities overpowered,Lethal,,,
368,,1879,1879/07,1879/07/17,,California,Visalia,Tulare,36.3270975,-119.3265231,,,,,,,,Spontaneous Assembly,10-100,,Suspect seized from Jail,Lethal,,,
369,,1879,1879/09,1879/09/04,,California,Willetsville,Mendocino,39.4049675,-123.3493075,,,,,,,Referred to as Willets and Willits Mendocino Co. Near Little Lake,Spontaneous Assembly,,Secret,Suspect seized from Jail,Lethal,,,
370,,1881,1881/01,1881/01/10,,California,Wilmington,Los Angeles,33.7892768,-118.25982450,,,,,,,"Willows settlement on the Cerritos ranch near wilmington (LA Co); one report says Bixby Ranch;
check data sheets/coordinates estimated in case is in Wilmington, LA County; dragged into the bush after being identified by girls at house of Mr. Shaw; on the ""ground where the camp meeting was held last summer""","6 masked men, armed with shotguns",6,Secret,"""Mr. Teal and another young man named Garrison swore out a warrant for the arrest of the perpetrator… and gave immediate pursuit, capturing him, still on horseback… As Mr. Teal and companion were on their way to this city [LA] were surprised by six masked men, who... compelled them to deliver up their prisoner.""",Lethal,,,"Additional Report
Recheck coordinates"
371,,1881,1881/08,1881/08/07,,California,Oroville,Butte,39.5001418,-121.5644948,,,,,,,"taken from jail in Oroville, voneyed to Crum's old place, ""about ten miles from here, on the road to Chico, and there hanged by the neck to the limb of a large oak tree.""","""a posse of armed and masked men""us Assembly","a witness on the road ""said he judged there were forty or more in the crowd""",Secret,"taken from jail; jailer Knowles ""was the only person at the jail;"" attempted to resist but was overpowered",Lethal,,,
372,murder occurred after a night of drinking; Herbert only witness,1881,1881/10,1881/10/19,,California,Kernville,Kern,35.7141183,-118.4367517,,,,,,,incident happened outside Kernville jail,Drunken mob,25-40 persons [also reported as 15-20],Open,"Deputy Sheriff Ben Marshall resisted; Jim Cochran [member of mob] fired on Marshall, who shot back; Marshall died; Cochran alive at article's report; mob dispersed after shootout",Not Lethal,,,
373,,1882,1882/04,1882/04/24,,California,Stony Creek,Colusa,39.2846082,-122.7219353,,,,,,,Using coordinates for South Stony Creek,Spontaneous Assembly,,,"Suspect seized froSuspect seized from Jail; ""He had been arrested, and was in charge of a Constable at the time.""m Jail",Lethal,,,
374,,1882,1882/09,1882/09/30,,California,Yreka,Siskiyou,41.7292557,-122.6311481,,,,,,,,"Vigilance Committee (""Committee of 100"")",100,Secret,,Not Lethal,,,
375,"Rafael Mirival and Incarnacion Garcia are playing cards at a saloon. They left together. Despite the witnesses hearing ""no quarrel,"" ""Garcia came up behind Mirival, who turned, and Garcia at once struck him. Mirival… grasped Garcia's wrist, as if endeavoring to prevent a repetition of the blow. Garcia disengaged his hand and let the knife fall and then ran."" Somehow, Garcia bests Mirivial, described as ""an old man,"" and murders him with the knife. Witness testifies Garcia disliked Mirival's wife. Then, ""During the examination a most distressing scene ensued upon the arrival of the sisters of Garcia, whose screams and cries filled the hall, and for ten minutes suspended the progress of the examination."" Author reveals Garcia also died by being hung to the Los Gatos Bridge. During the trial for Garcia's death, however, ""only one [witness] had been able to recognize a single person upon the streets or at the bridge after the murder of Mirival, and no one knew how Garcia came to be hanged to the bridge."" After hours of questioning, the D.A. ""gave up in despair and the jury promptly found that 'Garcia came to his death by strangulation,... and the jury is unable, from testimony, to implicate anyone in his taking off.'""",1883,1883/06,1883/06/19,,California,Los Gatos,Santa Clara,37.2226902,-121.974264,,,,,,,,Party of citizens,,Open,Taken from Constable,Lethal,C-W 119,,
376,some of the details a little unclear; one of the articles is an editorial from a member of the community defending the actions of the mob,1883,1883/12,1883/12/29,,California,Ferndale,Humboldt,40.5798918,-124.2619085,,,,,,,"hanged outside of residence of Cyrus Broderick, about two miles from Ferndale; ""Richardson had lived within a few hundred yards of where he was hung for a number of years""",Masked men,12,Secret,"Had undergone trial, ""but the jury disagreed, standing ten for acquittal and two for conviction""",Lethal,,,
378,"Mob of 20 men takes Farthing and White (alias Pitts) from custody of officers. Mob takes the two to a telephone pole near Daggett, hangs Pitts, and Farthing ""was told to leave the country."" Pitts accused of murdering Harris by beating him with a wagon spoke (""His head was mashed to a jelly."") while he slept. ""Circumstantial evidence pointed strongly toward Pitts, he having slept six feet from the murdered man's bed."" Pitts was a deserter from U.S. Army in cavalry division.",1884,1884/12,1884/12/09,,California,Daggett,San Bernardino,34.8633187,-116.888092,,,,,,,,Mob,20 men,Open,Mob took suspects from Officers,Both,,,
379,,1885,1885/06,1885/06/12,,California,Mouth of Jameson Creek,Plumas,39.8218414,-120.6671656,,,,,,,"Suspect taken from sheriff while en route to Quincy

Using mouth of Jamison Creek ",Spontaneous Assembly,25,Open,,Lethal,,,
380,Lynchers arrested and charged; articles follow trial of lynchers; one article debates whether this can be considered a lynching or a murder,1885,1885/09,1885/09/18,,California,Bear Valley,San Benito,36.5663515,-121.18297810,,,,,,,"30 miles SE of Hollister, along spur road to town of San Benito [This was in my study area for Pinnacles NP, and I remember this incident being a big deal for the homesteading community - Taylor R.]; found ""hanging to the limb of a tree thirty yards from the road, on the Bear valley grade""",Organized group of neighbors with personal vendetta,"""shooting done by one of the five parties present at the killing;"" ""also say that… the conspiracy or hanging were taken part in by"" 11 more",Secret,"article gives names of suspected lynchers, who underwent various trials after the incident; at least one was under protection because of threats that he would be lynched as retribution",Lethal,,,Added Reports; recheck coordinates
381,,1886,1886/03,1886/03/31,,California,Arroyo Grande,San Luis Obispo,35.1266425,-120.58100250,,,,,,,"Using Arroyo Grande NE; suspects taken from jail, ""hung them, father and son, to the railroad bridge here""",Spontaneous Assembly,10-100,Secret,"Suspect seized from Jail by armed men, who overpowerd the Constable",Lethal,,,
382,,1887,1887/07,1887/07/10,,California,Colusa,Colusa,39.2048905,-122.0095752,,,,,,,,Spontaneous Assembly,,Open,Suspect escaped from jail;,Lethal,,,
383,,1887,1887/11,1887/11/25,,California,Oakdale,Stanislaus,37.7619738,-120.8462638,,,,,,,"found hanging in Patterson's field, ""half a mile west of Oakdale;"" ""hanged him to a[sic] oak tree in the field near the road.""","""crowd"" ""mob""",,Open,"caught in the act and taken before Justice Warder, who held him to answer before Superior Court; fears of lynching made it necessary to move suspect from Oakdale to county jail; Seized from Constable James Swatzell while escorting him",Lethal,,,
384,body found the next morning by Superintendent Muir of the Southern Pacific Company while passing on the train,1890,1890/04,1890/04/28,,California,Banning,Riverside,33.9269629,-116.85604290,,,,,,,"Suspect waiting for a train to San Bernardino from Banning with officer standing guard. Taken from car and ""down the track about one mile, where [the mob] strung him up to a telegraph pole…""","""a large number of stockmen""",,Secret,Seized from guards on train; had a preliminary examination in Banning and was going to Superior Court in San Bernardino,Lethal,,,
385,"""The universal verdict is, served him right.""",1890,1890/05,1890/05/12,,California,Santa Maria,Santa Barbara,34.3997894,-119.7130844,,,,,,,"hung from a rafter in the Twenty-six Saloon, on Main Street, where he was being held since the murder",Spontaneous Assembly,,Secret,"murdered a constable; being watched by three guards with shotguns when lynched -- vigilantes ""placed a blanket over their heads and then proceeded to Criswell's room""",Lethal,,,
386,"Tons of sources to corroborate -- widely reported across the state, it seems; Governor Gage condemned lynching and issued reward for ""ringleaders"" and others involved in lynching, stating ""Whereas, the notoriety and audacity of the crimes, if tolerated, will likely lead to a repetition of similar crimes in other localities in this state, will bring disgrace upon our law-abiding people, obstruct the orderly conduct of courts of justice, and will tend to render life and property insecure from the willful and wanton acts of lawless mobs,...""; beware that I didn't have time to go through all of the dozens of sources in this folder, so some may not be of the same case",1901,1901/05,1901/05/31,,California,Lookout,Modoc,41.2079441,-121.1552523,,,,,,,10 miles west of Adin; Hanged at bridge crossing the Pitt River; held at Lookout Hotel,Mob of masked men,30-50,Secret,"Suspects were being guarded in the Lookout hotel by Constable Carpenter and two assistants; were waiting examinations; mob ""compelled the two guards to accompany them"" to the sight of the lynching",Lethal,,,
387,Check date--maybe 1850? 1851?,1849,1849/08,1849/08/01,,California,Stockton,San Joaquin,37.9590275,-121.2607426,,,,,,,,trial by jury,,open,,Lethal,,,OK
388,"Ford tricked by Taylor into confession; in course of which mentions gang of Yankee Jim and Peter Miller. Misters Pike and Henry also tracking Negro Ford, whom they suspected o horse and mule theft. Caught and restrained by Charles E. Morse,W.P Henry, C.J. Marvin, and L.M. Taylor",1850,1850/01,1850/01/28,,California,Lake Sutter,Sacramento,38.5840178,-121.5021705,,,,,,,mention bridge over Lake Sutter and steam mill. This is in Sacramento. Bridge across Lake Sutter built in 1852 north of I Street along line of 3rd street. Coordinates set at NE corner of 3rd and I,Individuals,,,,Lethal,,,OK
389,,1850,1850/10,1850/10/07,Monday last during election,California,Georgetown,El Dorado,38.90694444,-120.8375,38,54,25,120,50,15,,Enraged crowd,"""Several hundred""",Open,,Lethal,,G-D 2,Date iffy
390,Spaniard volunteered to execute the sentence,1850,1850/12,1850/12/14,,California,Daylor's Ranch,Sacramento,38.49305556,-121.1722222,38,29,35,121,10,20,"Near Ringgold (where theft occurred); using coords for Consmne, Durham, p 470",Judge Lynch called in,,Open,,Not Lethal,,,date unclear
391,,1850,1850/12,1850/12/19,Thursday morning,California,San Jose,Santa Clara,37.3107158,-121.9206516,,,,,,,Less than three miles outside city,Court under the jurisdiction of Judge Lynch,Number of citizens,,,Not Lethal,,,sketchy
392,Exact date of lynching not stated,1851,1851/01,1851/01/00,,California,On the Mokelumne River,San Joaquin,38.1539713,-121.3005805,,,,,,,Estimated as near current Woodbridge; roughly south of Hick's Ranch,court of their own constituting ,,open,,Lethal,,,vague
393,,1853,1853/01,1853/01/00,,California,Cherokee Flat,Calaveras,38.08333333,-120.5666667,38,5,,120,34,,"also called Cherokee Ranch; using coords for Altabille, Durham p 757",,,,,Lethal,C-W 28,,
394,"500 Americans, 200 mexicns witnessed execution",1851,1851/01,1851/01/07,,California,Agua Frio,Mariposa,37.48611111,-120.0194444,37,29,10,120,1,10,Durham p 739,,500 Americans and 200 foreigners,Open,,Lethal,C-W 6,G-D 6,ok
395,hanged to extort confession; fifth time led Starkeyu to confess to running on stock of neighbors,1851,1851/01,1851/01/13,,California,Hick's Ranch on the Macosumne,Sacramento,38.32777778,-121.325,38,19,40,121,19,30,"Ranch on the Mokelumne and Dry Creek; elsewhere (History of Fresno) Hick's Ranch placed on Cosumnes. Using coordinates for hicksville, Durham, p 498",Judge Lynch is the popular court for the time-being; a number of persons determined upon taking the law into their own hands,,Open,,Not Lethal,,,
396,"Sunday afternoon last. Mr. Whitley met Grant and Eustis near 10 Mile Hjouse, recogniezed horses, told them to return them. Whipped by an ""old indian"" who worked on Rhodes Ranch",1851,1851/01,1851/01/19,Sunday the people gathered and formed a court,California,Rhodes Ranch,Sacramento,38.275342,-121.377933,,,,,,,"on the Cosumnes; 25 miles from Sacramento, in vicinity of Ten Mile House, where the men were taken into custody. After incident Grant in Sacramento(?); asked to leave declared unsafe for him to go either to Placerville or Marysville. Placing across the Cosumnes from Gage and Almond",court formed; two judges and jury appointed,Not specified,Open,,Not Lethal,,,
398,Exact date of lynching not stated (recent case of lynching) 02/12/1851,1851,1851/02,1851/02/00,,California,Bridgeport,Nevada,39.2915592,-121.1946789,,,,,,,"8 miles above lower crossing of Deer Creek. Eureka House, kept by Dr. Mathews locafed at lower crossing",Judge Lynch presiding,,Open,,Not Lethal,,,
399,Lynching administered over two days 02/03 and 02/14/1851,1851,1851/02,1851/02/07,Monday and Tuesday evenings,California,Green Springs,El Dorado,38.71111111,-120.9513889,38,42,40,120,57,5,"using coords for Rescue, Durham p545","Judge Lynch, arraigned",,Open,,Not Lethal,,,multiple punishments
401,,1851,1851/02,1851/02/25,Yesterday afternoon,California,San Francisco,San Francisco,37.795798,-122.403327,,,,,,,"Took place at auction house of Middleton and Hood, corner of Washington and Montgomery",Mob at auction house,Large number of people; some thousand of the populace followed crowed to Police,Open,Handed over to police lynched,Not Lethal,,,See HHB Pt I p 138
402,Lynch date approximate,1851,1851/02,1851/02/27,reports received yesterday from Sacramento Transcript; caught about a week and a half ago,California,Bridgeport,Nevada,39.2915592,-121.1946789,39,17,30,121,11,40,"Nye's Crossing, South fork of the Yuba; caught at Rattlesnake Bar middle Yuba; news is from Concord Bar, middle Yuba",tried by Lynch Court,,Open,,Lethal,,,
405,,1851,1851/03,1851/03/05,yesterday,California,Wilson's Rancho,Placer,39.29722222,-120.6708333,39,17,50,120,40,15,"See Emigrant Gap, Durham 482",Tried and sentenced; summary punishment,,,,Not Lethal,,,
406,"Tuesday last; arrested along with Coyote Jim for murder of Thompson but released; Coyote joe taken by people on returning to town; tried and executed on 3-19-51 (letter dated 3/20. Capt Dunham served as judge; jury of 12; Henry R. Mann prosecutor and William McDowell attorney for defense. Hanged from large oak outside of Astor House. Coyote Joe had worked for Sutter before gold discovery;
2 sources; Released without punishment by District Court; arrested again by the Justice; people's court sentenced Coyote Joe to hang",1851,1851/03,1851/03/19,Correct,California,Jackson,Calaveras,38.3484545,-120.7723673,,,,,,,"Historic Marker, location of Astor House nad childhood home of Ernesto Gallo. Coordinates: 38° 20.908′ N, 120° 46.431′ W. Translated )?) into decimal Coordinates for Astor House; Hangint took place at LargeOak directly in front of Astor House",formal meeting,Not specified,Open,"Magistrate, District Court, Justice",Lethal,,,
407,,1851,1851/03,1851/03/27,,California,In the mountains,,,,,,,,,,Hanged in Mountains according to Sac Transcript,,,,,Lethal,,,LOCATION?
408,,1851,1851/04,1851/04/00,,California,Cook's Bar,Sacramento,38.4985333,-121.0516787,38,30,,121,2,40,on the Cosumnes,some miners,,Open,,Not Lethal,,,
409,this is a report about arrest of 26 lynchers; need to find initial  report of lynching agt Cache Creek,1851,1851/04,1851/04/02,"About the first of April; ""last Wednesday"" from report dated 4/7",California,Cache Creek,Yolo,38.67916667,-121.9694444,38,40,45,121,58,10,"Lynching took place at Stephen's Ranch,  also known as Virginia Rancho, about 28 miles from Fremont; using coordinates for Madison, Yolo County, formerly settlement of Cache Creek",mob,About 26,Open,Officer summoned,Not Lethal,,,New report; check coordinates
410,,1851,1851/04,1851/04/15,,California,Oregon Bar,Placer,38.9621206,-120.9310507,,,,,,,Placer; near middle fork of the American river; report from New York Bar,court organized; jury of 12 and counsel for prisoner,,open,,Not Lethal,,,
411,,1851,1851/05,1851/05/27,,California,Sandborn's Rancho,Shasta,40.23136,-122.261737,,,,,,,"130 miles north of Sacramento; near Reddings Ssprings. Also Shasta City, 5.25 miles NW of current Redding; locatin estimated 130 miles north of Sacramento towards Redding",Citizen's Court,,Open,,Not Lethal,,,Location unclear
413,,1851,1851/06,1851/06/16,estimated,California,Mokelumne Hill,Calaveras,38.3004709,-120.7063219,,,,,,,"Hanged at site of robbery; camp of Hoteling, at the second crossing of the Calaveras River about 4 miles from the double Springs","Jury, ""Lynch Code""",,open,,Lethal,,,
414,,1851,1851/07,1851/07/06,,California,Sonora,Tuolumne,37.9840911,-120.3821381,,,,,,,,Vigilance Committee,,open,,Not Lethal,,,
415,,1851,1851/07,1851/07/08,Yesterday runed over; report from 7-9-51,California,San Francisco,San Francisco,37.7935535,-122.40002,,,,,,,Crimes at Sonoma; using coordinates for Committee Rooms Location set  near intersection of Battery and California,Vigilance Committee,,Open,,Not Lethal,,,
416,Lynch court convicted Isabell of theft and about to hang when suspicion placed on Coulburn,1851,1851/08,1851/08/08,,California,Drytown or Dry Creek,Amador,38.44305556,-120.8541667,38,26,35,120,51,15,"3 miles south of Drytown; using coords for Drytown, Durham, p 478. Refrine?",,,Open,Court,Not Lethal,,,
417,,1851,1851/09,1851/09/12,or 09/10,California,Rattlesnake Bar,Placer,38.8160114,-121.0896677,,,,,,,"suspect jumped into part of the river called ""Dea Man's Bay""",Tribunal of miners,,Open,,Not Lethal,,,
418,,1851,1851/10,1851/10/02,,California,Yankee Jim,El Dorado,39.0293428,-120.8616029,,,,,,,,by order of the populace,,Open,,Not Lethal,,,
419,,1851,1851/10,1851/10/20,"""last week""",California,Columbia Flat,El Dorado,38.79583333,-120.8180556,38,47,45,120,49,5,"New Bedford House, kept by Edward Heilbut; using coords for Kelsey, Durham 507",,,Open,,Not Lethal,,,
422,,1851,1851/12,1851/12/21,or 12/22,California,Rich Gulch,Calaveras,38.3311481,-120.627329,,,,,,,,People's Court,About a dozen,Open,,Lethal,C-W 12,,Can't open journal
423,,1852,1851/02,1851/02/28,Date good,California,Johnson's Bar,Siskiyou,41.77777778,-123.0333333,41,46,40,123,2,,junction of Scott's River and Klamath river; under Steelhead Durham 318,A meeting,,Open,,Not Lethal,,,
424,Lynching date not specified,1852,1852/03,1852/03/00,,California,Atherton's Ranche,San Joaquin,38.05277778,-121.0138889,38,3,10,121,0,50,"Using coordinates for Bellota, Durham, p 745; location of Atherton Ferry. Would like better info on location of Atherton's Ranch",lynched,,Open,,Not Lethal,,,
425,Lynching date not specified,1852,1852/04,1852/04/00,,California,Auburn,Placer,38.8968431,-121.0760567,,,,,,,Seized a short distance south of town,,,Open,,Not Lethal,,,
426,,1852,1852/06,1852/06/07,,California,Mud Springs,El Dorado,38.682552,-120.848518,,,,,,,,,,Open,,Lethal,,,
427,,1852,1852/06,1852/06/27,,California,Slate Creek House,Sierra,39.7401714,-120.9088398,,,,,,,near Gibsonville?,The People; jury appointed,,Open,crowd took matter into own hands defying jp who had arrested pillsbury,Lethal,,,
428,Not sure this is a lynching case; INCLUDE FOR NOW,1852,1852/09,1852/09/28,,California,American Bar,Placer,39.00555556,-120.7527778,39,0,20,120,45,10,"Middle Fork American River. Durham, p 442",Meeting of the Citizens,,,,Not Lethal,,,
430,,1853,1853/01,1853/01/26,,California,Mormon Island,Sacramento ,38.70416667,-121.1319444,38,42,15,121,7,55,executed on Negro Hill opposte Mormon Island,jury of 12 miners,500,Open,,Lethal,,,
431,,1853,1853/07,1853/07/28,,California,Jackson,Amador,38.3484545,-120.7723673,,,,,,,Creek two miles south of Jackson,Citizens of our place,1000,Open,,Lethal,,,
432,Not a lynching. INCLUDE,1853,1853/12,1853/12/05,,California,Fremont,Yolo,38.6765706,-121.6349597,,,,,,,Brown's Hotel,jury summoned,,Open,,Not Lethal,,,Check for additional information
433,,1854,1854/02,1854/02/00,,California,Indian Valley,Sierra,39.51527778,-120.9833333,39,30,55,120,59,,"Choosing Indian Valley, Sierra County; Guess, because Indian Valley in sierra County mentioned in nearby stories….",Judge Lynch summoned a jury,,open,,Lethal,,,
434,,1855,1855/01,1855/01/00,,California,Sawyer's Bar,Siskiyou,41.29861111,-123.1263889,41,17,55,123,7,35,"on Salmon Creek, near Bestville, Klamath County",the citizens,,open,,Not Lethal,,,
